0.001250 1.000000 6.008016
0.002500 1.000000 2.341488
0.003750 1.000000 3.583097
0.005000 1.000000 -2.462392
0.006250 1.000000 2.253938
0.007500 1.000000 0.328975
0.008750 1.000000 -0.540564
0.010000 1.000000 2.063312
0.011250 1.000000 3.667117
0.012500 1.000000 0.377128
0.013750 1.000000 8.179685
0.015000 1.000000 0.939519
0.016250 1.000000 -6.006402
0.017500 1.000000 6.810915
0.018750 1.000000 -0.408449
0.020000 1.000000 6.099496
0.021250 1.000000 5.421932
0.022500 1.000000 0.618677
0.023750 1.000000 3.706435
0.025000 1.000000 4.567567
0.026250 1.000000 -0.514133
0.027500 1.000000 3.563598
0.028750 1.000000 4.288412
0.030000 1.000000 6.637960
0.031250 1.000000 5.014025
0.032500 1.000000 7.407331
0.033750 1.000000 4.350390
0.035000 1.000000 5.349862
0.036250 1.000000 2.949751
0.037500 1.000000 2.195591
0.038750 1.000000 3.949107
0.040000 1.000000 -5.830207
0.041250 1.000000 1.827152
0.042500 1.000000 2.969812
0.043750 1.000000 1.675473
0.045000 1.000000 -8.566532
0.046250 1.000000 3.557398
0.047500 1.000000 -1.570029
0.048750 1.000000 4.844794
0.050000 1.000000 0.070899
0.051250 1.000000 1.616361
0.052500 1.000000 -1.188270
0.053750 1.000000 6.502781
0.055000 1.000000 4.036358
0.056250 1.000000 -5.656818
0.057500 1.000000 5.001903
0.058750 1.000000 0.172991
0.060000 1.000000 1.694096
0.061250 1.000000 -0.401771
0.062500 1.000000 9.206761
0.063750 1.000000 4.665475
0.065000 1.000000 -0.479580
0.066250 1.000000 1.515893
0.067500 1.000000 -6.167761
0.068750 1.000000 0.291438
0.070000 1.000000 -0.434616
0.071250 1.000000 3.777770
0.072500 1.000000 -5.174023
0.073750 1.000000 5.679327
0.075000 1.000000 -5.417918
0.076250 1.000000 -2.404514
0.077500 1.000000 2.504566
0.078750 1.000000 -1.561540
0.080000 1.000000 7.190463
0.081250 1.000000 8.014185
0.082500 1.000000 -2.252043
0.083750 1.000000 -1.797897
0.085000 1.000000 6.551474
0.086250 1.000000 -6.416205
0.087500 1.000000 -1.258248
0.088750 1.000000 -1.835570
0.090000 1.000000 7.166183
0.091250 1.000000 -5.180962
0.092500 1.000000 -3.583305
0.093750 1.000000 4.194117
0.095000 1.000000 6.092576
0.096250 1.000000 -0.149913
0.097500 1.000000 -7.876538
0.098750 1.000000 7.292967
0.100000 1.000000 4.911112
0.101250 1.000000 -4.134401
0.102500 1.000000 -3.335685
0.103750 1.000000 -1.334972
0.105000 1.000000 6.005084
0.106250 1.000000 9.585170
0.107500 1.000000 -0.696168
0.108750 1.000000 -0.417191
0.110000 1.000000 2.839707
0.111250 1.000000 4.531005
0.112500 1.000000 -1.919991
0.113750 1.000000 1.715724
0.115000 1.000000 -0.572991
0.116250 1.000000 -3.798796
0.117500 1.000000 0.516829
0.118750 1.000000 2.275056
0.120000 1.000000 7.692730
0.121250 1.000000 7.330589
0.122500 1.000000 4.311617
0.123750 1.000000 6.282761
0.125000 1.000000 0.316518
0.126250 1.000000 4.329795
0.127500 1.000000 1.812247
0.128750 1.000000 5.656323
0.130000 1.000000 6.728097
0.131250 1.000000 0.673163
0.132500 1.000000 5.286426
0.133750 1.000000 3.485901
0.135000 1.000000 4.127731
0.136250 1.000000 1.734375
0.137500 1.000000 -0.049703
0.138750 1.000000 5.590736
0.140000 1.000000 -3.446136
0.141250 1.000000 -0.022342
0.142500 1.000000 4.307840
0.143750 1.000000 4.315218
0.145000 1.000000 -1.048868
0.146250 1.000000 8.512426
0.147500 1.000000 -1.498198
0.148750 1.000000 1.557122
0.150000 1.000000 0.567296
0.151250 1.000000 -2.013987
0.152500 1.000000 2.216866
0.153750 1.000000 5.442697
0.155000 1.000000 5.553647
0.156250 1.000000 2.461875
0.157500 1.000000 0.537242
0.158750 1.000000 -1.294207
0.160000 1.000000 -2.341773
0.161250 1.000000 1.882164
0.162500 1.000000 1.469768
0.163750 1.000000 -4.798919
0.165000 1.000000 -6.340079
0.166250 1.000000 4.702134
0.167500 1.000000 -1.196446
0.168750 1.000000 1.768335
0.170000 1.000000 0.067540
0.171250 1.000000 -7.158286
0.172500 1.000000 -5.960792
0.173750 1.000000 -4.307330
0.175000 1.000000 -3.781381
0.176250 1.000000 3.440729
0.177500 1.000000 0.453809
0.178750 1.000000 -3.702492
0.180000 1.000000 2.563302
0.181250 1.000000 -1.809148
0.182500 1.000000 1.195258
0.183750 1.000000 1.402710
0.185000 1.000000 2.497365
0.186250 1.000000 -0.882132
0.187500 1.000000 3.074420
0.188750 1.000000 -2.621000
0.190000 1.000000 1.223024
0.191250 1.000000 1.592198
0.192500 1.000000 -4.548753
0.193750 1.000000 2.369946
0.195000 1.000000 1.307878
0.196250 1.000000 -3.922319
0.197500 1.000000 7.749174
0.198750 1.000000 5.362369
0.200000 1.000000 3.951380
0.201250 1.000000 8.533199
0.202500 1.000000 2.448215
0.203750 1.000000 -6.566264
0.205000 1.000000 1.550859
0.206250 1.000000 -2.012941
0.207500 1.000000 5.709606
0.208750 1.000000 4.755265
0.210000 1.000000 -0.811886
0.211250 1.000000 3.075965
0.212500 1.000000 -5.280023
0.213750 1.000000 6.602796
0.215000 1.000000 -2.095283
0.216250 1.000000 0.721257
0.217500 1.000000 5.453041
0.218750 1.000000 0.134731
0.220000 1.000000 0.568846
0.221250 1.000000 -1.023475
0.222500 1.000000 2.532139
0.223750 1.000000 2.069283
0.225000 1.000000 3.194871
0.226250 1.000000 5.325059
0.227500 1.000000 -10.439113
0.228750 1.000000 2.421955
0.230000 1.000000 9.561353
0.231250 1.000000 2.929574
0.232500 1.000000 6.340234
0.233750 1.000000 4.883923
0.235000 1.000000 5.028911
0.236250 1.000000 1.291310
0.237500 1.000000 2.938905
0.238750 1.000000 1.672604
0.240000 1.000000 -1.296437
0.241250 1.000000 7.678522
0.242500 1.000000 4.329715
0.243750 1.000000 0.631146
0.245000 1.000000 -1.388847
0.246250 1.000000 -2.154513
0.247500 1.000000 0.116013
0.248750 1.000000 9.363842
0.250000 1.000000 5.657121
0.251250 1.000000 -5.827112
0.252500 1.000000 -12.316535
0.253750 1.000000 -0.613961
0.255000 1.000000 3.192148
0.256250 1.000000 0.256176
0.257500 1.000000 2.600556
0.258750 1.000000 -5.744865
0.260000 1.000000 -4.331755
0.261250 1.000000 2.422651
0.262500 1.000000 2.803439
0.263750 1.000000 7.503978
0.265000 1.000000 -5.425032
0.266250 1.000000 -0.725326
0.267500 1.000000 -2.598472
0.268750 1.000000 6.366073
0.270000 1.000000 -2.383660
0.271250 1.000000 -1.606953
0.272500 1.000000 1.854776
0.273750 1.000000 -0.916818
0.275000 1.000000 0.902136
0.276250 1.000000 -0.830288
0.277500 1.000000 -0.875191
0.278750 1.000000 -7.977558
0.280000 1.000000 -1.331312
0.281250 1.000000 -5.146726
0.282500 1.000000 -3.076562
0.283750 1.000000 -0.864838
0.285000 1.000000 -0.343737
0.286250 1.000000 0.755145
0.287500 1.000000 -3.654487
0.288750 1.000000 -2.448049
0.290000 1.000000 -1.172229
0.291250 1.000000 0.061505
0.292500 1.000000 0.571357
0.293750 1.000000 -7.252326
0.295000 1.000000 2.085039
0.296250 1.000000 -1.241946
0.297500 1.000000 -3.316857
0.298750 1.000000 5.587913
0.300000 1.000000 -7.579613
0.301250 1.000000 4.967436
0.302500 1.000000 2.134297
0.303750 1.000000 7.588332
0.305000 1.000000 0.224759
